,location,beds,size_sqft,bath,balcony,price
7682,Whitefield,3 BHK,1806.0,3.0,3.0,85000.0
7683,Kudlu,2 BHK,1027.0,2.0,2.0,42000.0
7684,Uttarahalli,2 BHK,1002.0,2.0,1.0,40080.0
7685,Electronic City Phase II,3 BHK,1220.0,2.0,1.0,36210.0
7686,Whitefield,2 BHK,1109.0,2.0,1.0,35220.0
7687,Uttarahalli,2 BHK,1002.0,2.0,1.0,40080.0
7688,Narayanapura,2 BHK,1308.0,2.0,1.0,89040.0
7689,Hennur Road,2 BHK,1232.0,2.0,1.0,69600.0
7690,Haralur Road,2 BHK,1027.0,2.0,2.0,44000.0
7691,Kalyan nagar,2 BHK,1250.0,2.0,2.0,65000.0
7692,2nd Phase JP Nagar,6 BHK,900.0,6.0,3.0,170000.0
7693,KR Puram,4 BHK,960.0,4.0,2.0,80000.0
7694,Raja Rajeshwari Nagar,2 BHK,1255.0,2.0,1.0,53870.0
7695,Akshaya Nagar,3 BHK,1434.0,3.0,3.0,84000.0
7696,Doddathoguru,2 BHK,925.0,2.0,2.0,30000.0
7697,Jakkur,3 BHK,1858.0,3.0,1.0,123000.0
7698,Jakkuru Layout,2 BHK,1205.0,2.0,1.0,70000.0
7699,Nelamangala,3 BHK,1500.0,3.0,2.0,90000.0
7700,Nagawara Junction,3 BHK,1200.0,3.0,2.0,200000.0
7701,Mysore Road,2 BHK,1020.0,2.0,2.0,48950.0
7702,Thanisandra,2 BHK,965.0,2.0,1.0,56000.0
7703,7th Phase JP Nagar,5 BHK,1800.0,6.0,3.0,270000.0
7704,Hoysalanagar,6 BHK,1200.0,4.0,2.0,90000.0
7705,Battarahalli,2 BHK,1636.0,2.0,2.0,82890.0
7706,Kundalahalli,3 BHK,1724.0,3.0,1.0,125000.0
7707,Whitefield,2 BHK,1216.0,2.0,1.0,67000.0
7708,Yelahanka,1 BHK,654.0,1.0,1.0,36250.0
7709,Chikkabanavar,4 BHK,2460.0,7.0,2.0,80000.0
7710,Abbaiah Reddy Layout,2 BHK,1190.0,2.0,2.0,41000.0
7711,Tavarekere,7 BHK,1200.0,5.0,2.0,180000.0
7712,Budigere,3 BHK,1636.0,3.0,2.0,92000.0
7713,Hennur Road,2 BHK,1195.0,2.0,2.0,73000.0
7714,Nagavara,3 BHK,2400.0,3.0,3.0,251000.0
7715,1st Block HRBR Layout,2 BHK,1250.0,2.0,1.0,67000.0
7716,Whitefield,3 BHK,1452.0,3.0,,90000.0
7717,Thanisandra,3 BHK,1546.0,3.0,1.0,95000.0
7718,Sarjapur  Road,4 BHK,3385.5,6.0,0.0,142000.0
7719,Indira Nagar,3 BHK,1440.0,3.0,1.0,275000.0
7720,Naganathapura,2 BHK,2260.0,3.0,1.0,80000.0
7721,Tavarekere,4 BHK,2700.0,3.0,2.0,90000.0
7722,Indira Nagar,2 BHK,1475.0,2.0,2.0,171000.0
7723,JP Nagar,4 BHK,3000.0,3.0,2.0,150000.0
7724,KG Halli,1 BHK,375.0,1.0,0.0,26000.0
7725,Balagere,2 BHK,1007.0,2.0,1.0,66000.0
7726,Kanakpura Road,1 BHK,1.26,1.0,0.0,125000.0
7727,Cubbon Road,4 BHK,5422.0,6.0,,1900000.0
7728,Hennur Road,2 BHK,1020.0,2.0,3.0,47000.0
7729,Lavelle Road,2 BHK,1000.0,2.0,0.0,150000.0
7730,Varanasi,2 BHK,800.0,3.0,1.0,59500.0
7731,Geddalahalli,5 BHK,1200.0,3.0,2.0,95000.0
7732,Marathahalli,2 BHK,1125.0,2.0,3.0,55000.0
7733,Kudlu Gate,9 BHK,1150.0,9.0,,140000.0
7734,Kada Agrahara,3 BHK,909.0,2.0,1.0,43000.0
7735,Whitefield,4 BHK,2850.0,5.0,0.0,240000.0
7736,Dodsworth Layout,2 BHK,1400.0,2.0,3.0,85000.0
7737,Kadugodi,2 BHK,1152.0,2.0,2.0,61000.0
7738,Subramanyapura,2 BHK,958.0,2.0,1.0,34490.0
7739,Whitefield,2 BHK,1150.0,2.0,2.0,55000.0
7740,Old Madras Road,3 BHK,2990.0,5.0,1.0,173000.0
7741,Bellandur,2 BHK,1310.0,2.0,2.0,85000.0
7742,Hosur Road,3 BHK,1590.0,2.0,2.0,126000.0
7743,Green Glen Layout,3 BHK,1645.0,3.0,2.0,110000.0
7744,Veerabhadra Nagar,3 BHK,1800.0,2.0,2.0,100000.0
7745,Thanisandra,3 BHK,1795.0,3.0,2.0,150000.0
7746,8th Phase JP Nagar,2 BHK,1100.0,2.0,3.0,35000.0
7747,Thanisandra,1 BHK,777.0,1.0,0.0,38535.0
7748,Kalkere,2 BHK,925.0,2.0,2.0,70000.0
7749,Basavangudi,3 BHK,1542.14,3.0,3.0,120000.0
7750,Konanakunte,4 BHK,3746.0,6.0,1.0,375000.0
7751,Thanisandra,3 BHK,1430.0,2.0,2.0,54000.0
7752,Bommanahalli,2 BHK,1020.0,2.0,2.0,55000.0
7753,Ramamurthy Nagar Extension,4 BHK,750.0,2.0,1.0,42000.0
7754,Electronic City Phase II,2 BHK,1140.0,2.0,1.0,32920.0
7755,Anekal,3 BHK,967.0,2.0,1.0,45000.0
7756,Hebbal,4 BHK,2470.0,4.0,2.0,203000.0
7757,Maruthi Nagar,2 BHK,850.0,1.0,0.0,35500.0
7758,Vidhyanagar Cross,2 BHK,1100.0,2.0,2.0,32000.0
7759,Thanisandra,3 BHK,1697.0,3.0,2.0,110000.0
7760,Varthur,2 BHK,1250.0,2.0,2.0,47000.0
7761,Gottigere,2 BHK,1120.0,2.0,2.0,50000.0
7762,NRI Layout,4 BHK,1200.0,4.0,0.0,95000.0
7763,Hennur Road,5 BHK,5100.0,6.0,3.0,375000.0
7764,7th Block Jayanagar,4 BHK,2400.0,3.0,2.0,480000.0
7765,Hebbal,2 BHK,1200.0,2.0,1.0,52000.0
7766,7th Phase JP Nagar,2 BHK,1100.0,2.0,1.0,44000.0
7767, Devarachikkanahalli,3 BHK,1417.0,2.0,2.0,76000.0
7768,Thanisandra,3 BHK,1492.0,3.0,1.0,88000.0
7769,Devanahalli,3 BHK,1498.0,3.0,3.0,79150.0
7770,Bellari Road,4 BHK,3500.0,2.0,1.0,350000.0
7771,Kundalahalli,2 BHK,1010.0,2.0,1.0,48270.0
7772,Hennur,2 BHK,1255.0,2.0,2.0,53500.0
7773,Channasandra,2 BHK,1050.0,2.0,1.0,35000.0
7774,Hegde Nagar,3 BHK,1847.0,3.0,2.0,125000.0
7775,1st Stage Indira Nagar,2 BHK,1200.0,2.0,2.0,55000.0
7776,Bellandur,2 BHK,982.0,2.0,2.0,37280.0
7777,Hegde Nagar,3 BHK,2144.6,4.0,2.0,145000.0
7778,Kengeri,2 BHK,750.0,2.0,1.0,36500.0
7779,Electronic City,2 BHK,919.0,2.0,2.0,35000.0
7780,Budigere,2 BHK,1087.0,2.0,1.0,54300.0
7781,Sunder Ram Shetty Nagar,3 BHK,1480.0,3.0,2.0,74000.0
7782,Tindlu,2 BHK,1180.0,2.0,2.0,52000.0
7783,6th Block Jayanagar,3 BHK,2100.0,4.0,2.0,255000.0
7784,Jigani,3 BHK,1221.0,3.0,2.0,65000.0
7785,Haralur Road,2 BHK,1194.0,2.0,2.0,46000.0
7786,Thanisandra,3 BHK,2072.0,3.0,2.0,122000.0
7787,Whitefield,3 BHK,1600.0,3.0,2.0,69000.0
7788,Sahakara Nagar,3 BHK,2200.0,3.0,2.0,98000.0
7789,Rajaji Nagar,3 BHK,1640.0,3.0,3.0,220000.0
7790,Kaikondrahalli,2 BHK,1253.0,2.0,2.0,81500.0
7791,Hennur Road,2 BHK,1061.0,2.0,1.0,54920.0
7792,Marathahalli,3 BHK,1950.0,3.0,2.0,115000.0
7793,Marathahalli,2 BHK,1250.0,2.0,2.0,68000.0
7794,Hennur Road,3 BHK,1585.0,2.0,3.0,80000.0
7795,Kanakpura Road,3 BHK,1452.0,3.0,3.0,60980.0
7796,Kammasandra,2 BHK,1015.0,2.0,2.0,37000.0
7797,Begur Road,4 BHK,2464.5,6.0,0.0,118000.0
7798,Marathahalli,2 BHK,1125.0,2.0,2.0,56800.0
7799,Electronic City Phase II,2 BHK,1116.0,2.0,2.0,40000.0
7800,Kadarenahalli,1 BHK,400.0,1.0,0.0,35000.0
7801,Kasavanhalli,4 BHK,4000.0,4.0,2.0,325000.0
7802,Hebbal,4 BHK,3900.0,4.0,2.0,410000.0
7803,Old Madras Road,2 BHK,1300.0,2.0,2.0,100000.0
7804,Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,1.0,60420.0
7805,Punappa Layout,3 BHK,1310.0,2.0,1.0,55000.0
7806,Thigalarapalya,3 BHK,2072.0,4.0,2.0,152000.0
7807,Kaggadasapura,2 BHK,1240.0,2.0,1.0,58580.0
7808,Chamrajpet,3 BHK,1565.0,3.0,2.0,98910.0
7809,Budigere,3 BHK,1820.0,3.0,2.0,89000.0
7810,Gubbalala,3 BHK,2500.0,3.0,1.0,88000.0
7811,KR Puram,5 BHK,3657.0,5.0,,310000.0
7812,Hosa Road,2 BHK,1245.0,2.0,1.0,62000.0
7813,GM Palaya,3 BHK,1315.0,3.0,1.0,65000.0
7814,Kenchenahalli,3 BHK,1410.0,2.0,2.0,73000.0
7815,Dasarahalli,2 BHK,1375.0,2.0,1.0,60000.0
7816,Old Madras Road,2 BHK,1299.0,2.0,2.0,95000.0
7817,Pampa Extension,2 BHK,993.0,2.0,3.0,45500.0
7818,Bommasandra Industrial Area,2 BHK,1200.0,3.0,0.0,45000.0
7819,Lavelle Road,2 BHK,985.0,2.0,1.0,156000.0
7820,4th Block Koramangala,4 BHK,2400.0,5.0,3.0,180000.0
7821,Hebbal,3 BHK,1255.0,2.0,1.0,95000.0
7822,Hoodi,3 BHK,1655.0,3.0,2.0,131000.0
7823,Whitefield,4 BHK,2830.0,5.0,3.0,190000.0
7824, Sector 1 HSR Layout,1 BHK,6000.0,1.0,1.0,276000.0
7825,Electronic City,2 BHK,550.0,1.0,1.0,15000.0
7826,Balaji Gardens Layout,1 BHK,825.0,2.0,1.0,40000.0
7827,Begur Road,3 BHK,1634.0,3.0,1.0,111000.0
7828,Kogilu,8 BHK,1200.0,6.0,3.0,105000.0
7829,Banaswadi,2 BHK,1222.0,2.0,2.0,80000.0
7830,Gottigere,3 BHK,1500.0,3.0,2.0,63000.0
7831,Akshaya Nagar,3 BHK,1890.0,4.0,2.0,100000.0
7832,Hegde Nagar,4 BHK,3750.0,6.0,2.0,375000.0
7833,Hulimavu,2 BHK,850.0,1.0,1.0,39500.0
7834,Whitefield,2 BHK,1295.0,2.0,3.0,78500.0
7835,Sarjapur  Road,2 BHK,1320.0,2.0,1.0,100000.0
7836,ISRO Layout,4 BHK,950.0,3.0,3.0,179000.0
7837,Hebbal,4 BHK,1200.0,4.0,2.0,225000.0
7838,2nd Stage Nagarbhavi,4 BHK,3000.0,3.0,3.0,170000.0
7839,Harlur,2 BHK,1197.0,2.0,1.0,82000.0
7840,Hoysalanagar,3 BHK,1320.0,2.0,3.0,60000.0
7841,Billekahalli,5 BHK,1180.0,5.0,2.0,98500.0
7842,Whitefield,1 BHK,840.0,1.0,1.0,57600.0
7843,Whitefield,1 BHK,640.0,1.0,0.0,19830.0
7844,Raja Rajeshwari Nagar,3 BHK,1693.0,3.0,1.0,71380.0
7845,Kodihalli,2 BHK,1000.0,2.0,1.0,62000.0
7846,Babusapalaya,2 BHK,1305.0,2.0,1.0,70000.0
7847,Kodichikkanahalli,1 BHK,450.0,1.0,1.0,18000.0
7848,CV Raman Nagar,1 BHK,705.0,1.0,1.0,57000.0
7849,Ilyas Nagar,4 BHK,750.0,6.0,2.0,75000.0
7850,Tumkur Road,5 BHK,4800.0,5.0,2.0,150000.0
7851,Koramangala Industrial Layout,4 BHK,5000.0,5.0,,600000.0
7852,Gubbalala,4 BHK,5000.0,4.0,3.0,425000.0
7853,Whitefield,3 BHK,1991.0,3.0,2.0,104000.0
7854,Battarahalli,3 BHK,1779.0,3.0,2.0,90000.0
7855,Whitefield,4 BHK,10200.0,4.0,1.0,1250000.0
7856,Banaswadi,2 BHK,870.0,2.0,2.0,38000.0
7857,Thanisandra,3 BHK,1595.0,3.0,2.0,120000.0
7858,Kanakpura Road,1 BHK,525.0,1.0,1.0,26000.0
7859,Ramamurthy Nagar,4 BHK,945.0,5.0,2.0,120000.0
7860,Basaveswarnagar,6 BHK,2400.0,4.0,2.0,420000.0
7861,Iblur Village,3 BHK,2000.0,4.0,2.0,138000.0
7862,Yelahanka,3 BHK,1614.0,3.0,2.0,93000.0
7863,Gottigere,2 BHK,1200.0,2.0,3.0,40000.0
7864,Electronic City Phase II,3 BHK,1150.0,3.0,3.0,46000.0
7865,Indira Nagar,4 BHK,3200.0,4.0,,440000.0
7866,Sonnenahalli,3 BHK,1610.0,3.0,2.0,80480.0
7867,Whitefield,2 BHK,1190.0,2.0,2.0,41000.0
7868,Kallumantapa,2 BHK,1050.0,2.0,2.0,50000.0
7869,Vaishnavi Layout,4 BHK,4800.0,5.0,2.0,420000.0
7870,7th Phase JP Nagar,3 BHK,1460.0,2.0,1.0,97000.0
7871,Jaymahal Road,3 BHK,3400.0,3.0,3.0,400000.0
7872,Naganathapura,1 BHK,600.0,1.0,0.0,33000.0
7873,Suraksha Nagar,3 BHK,1569.0,3.0,0.0,70000.0
7874,"Off Sarjapur Road, ",3 BHK,2600.0,3.0,2.0,147000.0
7875,Electronics City Phase 1,1 BHK,645.0,1.0,0.0,42500.0
7876,Nagarbhavi Garden Villas Layout,4 BHK,1200.0,3.0,1.0,180000.0
7877,Nagarbhavi,3 BHK,800.0,3.0,0.0,95000.0
7878,Mico Layout,2 BHK,800.0,2.0,1.0,80000.0
7879,Marathahalli,2 BHK,1350.0,2.0,1.0,90000.0
7880,BTM 2nd Stage,3 BHK,2780.0,4.0,1.0,325000.0
7881,Rajarajeshwari Nagara,3 BHK,1410.0,2.0,2.0,45120.0
7882,Whitefield,2 BHK,1109.0,2.0,1.0,35470.0
7883,Vasanth nagar,4 BHK,2000.0,3.0,2.0,1063000.0
7884,Agrahara Dasarahalli,1 BHK,800.0,1.0,0.0,72000.0
7885,Bannerghatta Road,2 BHK,1215.0,2.0,1.0,68000.0
7886,Basaveshwara Nagar,8 BHK,1230.0,6.0,0.0,250000.0
7887,Prithvi Layout,3 BHK,2273.0,4.0,2.0,192000.0
7888,Varthur Road,2 BHK,1255.0,2.0,2.0,52760.0
7889,B Narayanapura,2 BHK,1020.0,2.0,1.0,49000.0
7890,T R Mill Road,3 BHK,1225.0,2.0,2.0,82000.0
7891,Singasandra,2 BHK,1120.0,2.0,1.0,60000.0
7892,Victoria Layout,5 BHK,2400.0,5.0,3.0,625000.0
7893,Kasavanhalli,3 BHK,1225.0,2.0,1.0,69000.0
7894,Whitefield,4 BHK,5200.0,5.0,3.0,242000.0
7895,Indira Nagar,4 BHK,4000.0,4.0,1.0,700000.0
7896,Sarjapur  Road,3 BHK,1984.0,4.0,1.0,145000.0
7897,Old Madras Road,3 BHK,2425.0,3.0,1.0,197000.0
7898,ITPL,3 BHK,1200.0,3.0,1.0,56120.0
7899,Bommasandra,2 BHK,1127.0,2.0,1.0,45000.0
7900,Whitefield,3 BHK,1655.0,3.0,2.0,97000.0
7901,Ananth Nagar,1 BHK,500.0,1.0,1.0,14000.0
7902,Varthur,3 BHK,1200.0,3.0,1.0,68380.0
7903,Kaggadasapura,2 BHK,1000.0,2.0,2.0,43000.0
7904,CV Raman Nagar,2 BHK,1225.0,2.0,2.0,47880.0
7905,Hormavu,2 BHK,1350.0,2.0,2.0,45000.0
7906,Nagarbhavi,4 BHK,600.0,5.0,3.0,95000.0
7907,Sahakara Nagar,2 BHK,1175.0,2.0,3.0,49000.0
7908,Sanne Amanikere,1 BHK,655.0,1.0,2.0,27000.0
7909,Hosa Road,3 BHK,1311.0,2.0,1.0,84860.0
7910,Banashankari Stage VI,3 BHK,600.0,4.0,0.0,90000.0
7911,CV Raman Nagar,2 BHK,1000.0,2.0,1.0,38500.0
7912,Indira Nagar Stage 2,2 BHK,1196.0,2.0,1.0,96000.0
7913,Kanakpura Road,3 BHK,1050.0,2.0,1.0,59000.0
7914,Somasundara Palya,3 BHK,1275.0,2.0,2.0,52000.0
7915,Hommadevanahalli,2 BHK,927.0,2.0,1.0,50000.0
7916,Varthur,3 BHK,1520.0,2.0,3.0,61000.0
7917,BTM Layout 2nd Stage 1st Phase,4 BHK,2400.0,5.0,2.0,395000.0
7918,Hebbal,2 BHK,1333.0,2.0,1.0,104000.0
7919,Tunganagara,1 BHK,600.0,1.0,0.0,18000.0
7920,Abbigere,3 BHK,1326.0,2.0,1.0,34800.0
7921,Sarjapur  Road,3 BHK,1773.5,,,85125.0
7922,Koramangala,2 BHK,1370.0,2.0,2.0,125000.0
7923,Koramangala,2 BHK,1100.0,2.0,2.0,85000.0
7924,Haralur Road,3 BHK,1650.0,3.0,3.0,100000.0
7925,Kasavanhalli,3 BHK,1917.0,3.0,2.0,132000.0
7926,Doddakannelli,3 BHK,780.0,3.0,,75000.0
7927,Billekahalli,2 BHK,950.0,2.0,1.0,58110.0
7928,T C Palya main Road,2 BHK,1175.0,2.0,1.0,48720.0
7929,8th Phase JP Nagar,2 BHK,1089.0,2.0,1.0,43550.0
7930,Kalena Agrahara,3 BHK,1804.0,3.0,2.0,175000.0
7931,Hoodi,2 BHK,1257.0,2.0,1.0,68500.0
7932,Sarjapur,1 BHK,650.0,1.0,2.0,19870.0
7933,Whitefield,3 BHK,1850.0,3.0,2.0,150000.0
7934,Vishwapriya Nagar,4 BHK,2800.0,4.0,1.0,200000.0
7935,Vidyaranyapura,2 BHK,945.0,2.0,,40000.0
7936,Koramangala,2 BHK,1161.0,2.0,1.0,63850.0
7937,Banashankari Stage V,3 BHK,1630.0,3.0,2.0,51350.0
7938,Jalahalli,3 BHK,1310.0,2.0,2.0,60000.0
7939,Lake City,2 BHK,750.0,2.0,1.0,28000.0
7940,Whitefield,3 BHK,1200.0,3.0,1.0,67770.0
7941,Vittal Nagar,2 BHK,1000.0,2.0,1.0,45000.0
7942,Old Madras Road,4 BHK,4000.0,4.0,2.0,225000.0
7943,Nagavara,2 BHK,1315.0,2.0,2.0,70000.0
7944,Sahakara Nagar,3 BHK,1370.0,2.0,2.0,90000.0
7945,Ulsoor,5 BHK,1200.0,4.0,3.0,150000.0
7946,Bellandur,2 BHK,1465.0,3.0,3.0,90000.0
7947,JP Nagar,3 BHK,20000.0,3.0,,175000.0
7948,Electronic City,2 BHK,1128.0,2.0,1.0,64000.0
7949,Padmanabhanagar,3 BHK,1250.0,2.0,2.0,70000.0
7950,Hebbal,3 BHK,1645.0,3.0,2.0,117000.0
7951,Horamavu Agara,3 BHK,1284.0,2.0,2.0,75000.0
7952,Hebbal,3 BHK,2600.0,3.0,2.0,199000.0
7953,Kodigehalli,3 BHK,1820.0,3.0,2.0,150000.0
7954,Haralur Road,3 BHK,1580.0,3.0,1.0,73000.0
7955,Akshaya Nagar,3 BHK,2650.0,3.0,2.0,125000.0
7956,Bannerghatta Road,2 BHK,1215.0,2.0,1.0,68000.0
7957,Uttarahalli,2 BHK,1075.0,2.0,1.0,40000.0
7958,R.T. Nagar,3 BHK,1400.0,2.0,3.0,78000.0
7959,Subramanyapura,3 BHK,1400.0,2.0,1.0,55000.0
7960,Bisuvanahalli,2 BHK,845.0,2.0,1.0,30000.0
7961,Hegde Nagar,4 BHK,2600.0,4.0,3.0,40000.0
7962,Sarjapur,4 BHK,3854.5,6.0,0.0,385500.0
7963,Richards Town,2 BHK,800.0,2.0,1.0,85000.0
7964,Panathur,2 BHK,1199.0,2.0,1.0,85000.0
7965,Gunjur,2 BHK,1175.0,2.0,2.0,43480.0
7966,Sahakara Nagar,3 BHK,2400.0,3.0,,270000.0
7967,Bellandur,3 BHK,1767.0,3.0,2.0,109000.0
7968,Sarjapur  Road,4 BHK,1800.0,3.0,1.0,90000.0
7969,Talaghattapura,3 BHK,1856.0,3.0,2.0,135000.0
7970,R.T. Nagar,3 BHK,1200.0,3.0,,140000.0
7971,Rajaji Nagar,3 BHK,1613.0,3.0,0.0,150000.0
7972,Jakkur,4 BHK,6830.0,5.0,,795000.0
7973,Whitefield,2 BHK,1290.0,2.0,0.0,90000.0
7974,Kasavanhalli,2 BHK,1375.0,2.0,1.0,78000.0
7975,Bagalur,2 BHK,985.0,2.0,2.0,57000.0
7976,Jeevan bima nagar,4 BHK,1200.0,4.0,1.0,200000.0
7977,Singasandra,2 BHK,1099.0,2.0,1.0,37500.0
7978,Electronic City,1 BHK,605.0,1.0,0.0,13310.0
7979,1 Immadihalli,11 BHK,6000.0,12.0,,150000.0
7980,RMV Extension Stage 2,7 BHK,3600.0,7.0,3.0,160000.0
7981,Marathahalli,2 BHK,1200.0,2.0,1.0,53000.0
7982,Hulimavu,2 BHK,1000.0,2.0,1.0,45000.0
7983,Electronic City,3 BHK,1159.0,2.0,3.0,38000.0
7984,Sarjapur  Road,5 BHK,3692.0,5.0,,340000.0
7985,Devi Nagar,2 BHK,600.0,2.0,1.0,80000.0
7986,4th Block Koramangala,4 BHK,2400.0,4.0,3.0,600000.0
7987,BTM Layout,3 BHK,1540.0,2.0,2.0,78000.0
7988,"JP Nagar 7th Phase, ",3 BHK,1503.0,2.0,2.0,93000.0
7989,Ambedkar Nagar,3 BHK,1850.0,4.0,2.0,120000.0
7990,Uttarahalli,3 BHK,1580.0,3.0,1.0,60000.0
7991,Mico Layout,2 BHK,1190.0,2.0,2.0,39250.0
7992,Sampigehalli,2 BHK,1200.0,2.0,1.0,61000.0
7993,HAL 2nd Stage,7 BHK,1000.0,7.0,3.0,250000.0
7994,Jakkur,2 BHK,850.0,1.0,1.0,19900.0
7995,Domlur,3 BHK,2180.0,3.0,2.0,285000.0
7996,Hennur Bande,3 BHK,2500.0,2.0,1.0,60000.0
7997,ITPL,3 BHK,1200.0,3.0,1.0,56120.0
7998,Kamakshipalya,3 BHK,1500.0,2.0,2.0,52000.0
7999,Navodaya Nagar,5 BHK,1200.0,3.0,2.0,180000.0
8000,Thanisandra,3 BHK,1880.0,3.0,3.0,120000.0
8001,Padmanabhanagar,2 BHK,1150.0,2.0,2.0,45000.0
8002,Kasavanhalli,4 BHK,4408.0,4.0,2.0,344000.0
8003,Bellandur,2 BHK,924.0,2.0,2.0,35110.0
8004,Sarjapur  Road,5 BHK,7800.0,6.0,,385000.0
8005,Kumaraswami Layout,6 BHK,600.0,6.0,3.0,100000.0
8006,Pattanagere,4 BHK,750.0,4.0,1.0,95000.0
8007,Karuna Nagar,3 BHK,1962.0,3.0,2.0,175000.0
8008,2nd Stage Nagarbhavi,5 BHK,1200.0,4.0,3.0,240000.0
8009,B Narayanapura,3 BHK,1765.0,3.0,2.0,77270.0
8010,Attibele,2 BHK,1174.0,2.0,1.0,29350.0
8011,Bannerghatta Road,3 BHK,1894.0,3.0,1.0,115000.0
8012,Ramamurthy Nagar,4 BHK,960.0,2.0,2.0,138000.0
8013,Sector 7 HSR Layout,3 BHK,1760.0,3.0,2.0,142000.0
8014,Doddanakundi Industrial Area 2,3 BHK,1768.0,3.0,3.0,95000.0
8015,Kothanur,3 BHK,1790.0,3.0,0.0,97000.0
8016,Kumara Park,4 BHK,3500.0,5.0,1.0,800000.0
8017,Whitefield,2 BHK,1200.0,2.0,1.0,45000.0
8018,Kengeri,4 BHK,2540.0,4.0,0.0,160000.0
8019,Mahadevpura,2 BHK,1137.0,2.0,1.0,53400.0
8020,Jakkur,4 BHK,3181.0,,,229000.0
8021,Guni Agrahara,7 BHK,1200.0,6.0,,115000.0
8022,Mysore Road,3 BHK,1568.0,2.0,2.0,100000.0
8023,Devanahalli,4 BHK,4920.0,4.0,0.0,393500.0
8024,AECS Layout,2 BHK,1308.0,2.0,1.0,60000.0
8025,Shankarapuram,4 BHK,3060.0,4.0,2.0,350000.0
8026,Bisuvanahalli,3 BHK,1200.0,2.0,1.0,41000.0
8027,Shetty Halli,1 BHK,800.0,1.0,2.0,32000.0
8028,Electronic City,1 BHK,530.0,1.0,1.0,13500.0
8029,Bisuvanahalli,3 BHK,873.0,2.0,1.0,40000.0
8030,AGB Layout,7 BHK,3000.0,6.0,3.0,145000.0
8031,2nd Stage Arekere Mico Layout,4 BHK,1200.0,4.0,1.0,235000.0
8032,Subramanyapura,2 BHK,958.0,2.0,1.0,33530.0
8033,Thigalarapalya,3 BHK,2072.0,4.0,2.0,160000.0
8034,Talaghattapura,3 BHK,2273.0,3.0,3.0,159000.0
8035,Banashankari Stage VI,3 BHK,600.0,3.0,2.0,90000.0
8036,Thanisandra,1 BHK,760.0,1.0,2.0,50000.0
8037,Dommasandra,2 BHK,1090.0,2.0,2.0,43500.0
8038,Thigalarapalya,3 BHK,2072.0,4.0,2.0,155000.0
8039,Bellandur,3 BHK,2666.0,3.0,1.0,230000.0
8040,Sarjapur  Road,3 BHK,1550.0,2.0,1.0,89000.0
8041,Ramagondanahalli,2 BHK,1251.0,2.0,1.0,50000.0
8042,Electronic City,2 BHK,1070.0,2.0,1.0,53000.0
8043,Kalena Agrahara,2 BHK,1200.0,2.0,2.0,45000.0
8044,CV Raman Nagar,3 BHK,1435.0,2.0,2.0,60000.0
8045,Bommasandra,3 BHK,1400.0,2.0,3.0,45000.0
8046,Judicial Layout,4 BHK,2330.0,3.0,2.0,94710.0
8047,Thanisandra,2 BHK,1200.0,2.0,3.0,60000.0
8048,Panathur,2 BHK,1000.0,2.0,2.0,40000.0
8049,Bannerghatta Road,3 BHK,1655.0,2.0,2.0,62890.0
8050,Raja Rajeshwari Nagar,9 BHK,3600.0,9.0,3.0,240000.0
8051,Bidrahalli,1 BHK,600.0,1.0,1.0,35000.0
8052,Electronics City Phase 1,2 BHK,1175.0,2.0,1.0,50000.0
8053,Uttarahalli,2 BHK,1155.0,2.0,2.0,40430.0
8054,Magadi Road,3 BHK,1200.0,3.0,2.0,98000.0
8055,Budigere,2 BHK,1149.0,2.0,2.0,65000.0
8056,Jakkur,3 BHK,1745.0,,,98485.0
8057,Choodasandra,4 BHK,3200.0,4.0,2.0,375000.0
8058,Chinnapanahalli,2 BHK,1010.0,2.0,2.0,55000.0
8059,Hegde Nagar,3 BHK,1718.0,3.0,2.0,119000.0
8060,Bilal Nagar,2 BHK,650.0,1.0,1.0,20000.0
8061,Banashankari,2 BHK,1330.0,2.0,2.0,77000.0
8062,Hormavu,2 BHK,1200.0,2.0,2.0,68000.0
8063,Bannerghatta Road,3 BHK,1693.0,3.0,2.0,89000.0
8064,Koramangala,2 BHK,1249.0,2.0,1.0,165000.0
8065,Thanisandra,3 BHK,1800.0,4.0,1.0,125000.0
8066,Margondanahalli,2 BHK,900.0,2.0,0.0,55000.0
8067,NGR Layout,2 BHK,1020.0,2.0,1.0,46000.0
8068,Amruthahalli,3 BHK,1700.0,3.0,2.0,77000.0
8069,Panathur,1 BHK,661.0,1.0,1.0,40000.0
8070,Bannerghatta Road,2 BHK,1280.0,2.0,2.0,60160.0
8071,Krishna Nagar,5 BHK,1000.0,4.0,2.0,90000.0
8072,Hosur Road,2 BHK,1170.0,2.0,1.0,48000.0
8073,Thanisandra,1 BHK,933.0,2.0,1.0,58000.0
8074,Sarjapur  Road,2 BHK,1150.0,2.0,0.0,44000.0
8075,Benson Town,4 BHK,3633.0,6.0,2.0,550000.0
8076,Rajaji Nagar,3 BHK,1380.0,3.0,3.0,130000.0
8077,Banjara Layout,2 BHK,1050.0,2.0,1.0,64800.0
8078,Kanakapura Main Road,2 BHK,1080.0,2.0,1.0,37800.0
8079,Harlur,2 BHK,1303.0,2.0,1.0,90000.0
8080,Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,2.0,40540.0
